MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
59144,05-03-2011,03-05-2012,Male,4,foshan,guangdong,CN,40,3/31/2014,13,5110,5693,1892,14552,11/23/2013,130,43.41666667,148,0,0.512872457,5110,0
110,11/25/2010,10/27/2012,Male,4,guangzhou,guangdong,CN,42,3/31/2014,11,5463,788,6339,12975,03-07-2014,25,49.7,254,0,0.575136031,5550,4
44634,6/14/2006,6/14/2006,Male,4,changchun,jilin,CN,,3/31/2014,7,5705,2318,2174,11032,10/22/2013,162,81.83333333,438,0,0.676379623,5705,0
53875,04-08-2008,10/18/2010,Female,4,daqing,heilongjiang,CN,48,3/31/2014,6,6814,3384,0,12091,3/18/2013,380,33.4,111,0,0.617136713,6814,0
45625,2/13/2006,2/13/2006,Male,4,beijing,beijing,CN,51,3/31/2014,13,6730,6155,1880,10593,3/24/2014,8,56.41666667,181,0,0.704369867,6730,0
62625,12-08-2006,12-08-2006,Male,4,changchun,jilin,CN,56,3/31/2014,9,6259,6635,883,9474,9/19/2013,195,55.375,220,0,0.787561748,6259,0
42093,11/15/2011,12-03-2011,Male,4,guangdong,guangdong,CN,47,3/31/2014,8,5884,3808,3368,9762,7/14/2013,262,62.85714286,259,0,0.764273714,5884,0
12497,10-10-2008,10-10-2008,Male,4,dongguan,guangdong,CN,52,3/31/2014,8,5872,1352,5335,12960,12/15/2013,108,85.14285714,294,0,0.575668981,5872,0
4876,10/19/2010,10/19/2010,Male,4,shunde,guangdong,CN,46,3/31/2014,8,5584,5567,1176,12499,7/30/2013,246,58.42857143,139,0,0.596890951,5584,0
30358,5/20/2009,8/18/2009,Male,4,zhongshan,guangdong,CN,54,3/31/2014,5,5211,5582,1061,10275,11/15/2013,138,141.75,446,0,0.726,5211,0
22482,02-09-2009,02-09-2010,Male,4,beihai,guangxi,CN,39,3/31/2014,10,5626,3844,3471,12156,2/17/2014,44,75,386,0,0.613634419,5626,0
60387,5/13/2012,5/13/2012,Male,4,kashi,xinjiang,CN,45,3/31/2014,9,5082,4635,1624,15406,10-11-2013,173,64.5,292,0,0.48417954,5082,0
61536,11-12-2009,11-12-2009,Female,4,dalian,liaoning,CN,51,3/31/2014,11,4257,2761,4569,12881,3/23/2014,9,71.6,207,0,0.579090909,4257,0
40770,7/13/2010,7/13/2010,Male,4,beijingshi,beijingshi,CN,35,3/31/2014,9,5524,2991,4006,12530,7/29/2013,247,48.5,150,0,0.595300878,6612,1
59033,04-06-2011,04-06-2011,Male,4,shenzhen,guangdong,CN,41,3/31/2014,6,5557,3325,2473,11689,3/18/2014,14,143.2,332,0,0.638117889,5557,0
61313,1/26/2013,1/26/2013,Male,4,beijing,.,CN,38,3/31/2014,4,6785,8177,0,9146,02-05-2013,421,3.333333333,8,0,0.815536847,6785,0
20874,09-11-2007,4/26/2012,Female,4,huainan,anhui,CN,46,3/31/2014,10,6041,3738,3028,9856,11-01-2013,152,61.55555556,165,0,0.756777597,6041,0
32671,3/17/2012,3/17/2012,Male,4,,,CN,47,3/31/2014,8,5081,5337,2471,10481,04-10-2013,357,50.28571429,136,0,0.711611487,5081,0
36777,6/30/2006,6/30/2006,Male,4,guangzhou,guangdong,CN,34,3/31/2014,14,8174,4586,5212,9032,11-04-2013,149,38.84615385,190,0,0.82571302,8174,0
35933,04-12-2007,3/15/2011,Female,4,wulumuqishi,xinjiang,CN,37,3/31/2014,7,5406,1595,4443,15686,2/17/2014,44,60.83333333,227,0,0.475441795,5406,0
1606,12/16/2011,04-09-2012,Male,4,shunde,guangdong,CN,38,3/31/2014,7,6443,4477,2295,10843,3/30/2014,2,120.1666667,615,0,0.687770912,7943,1
60148,11/21/2011,12/21/2011,Male,4,beijing,beijing,CN,47,3/31/2014,13,5436,7629,213,11739,11/29/2013,124,46.5,475,0,0.635186132,5436,0
5377,6/16/2011,6/16/2011,Male,4,shenyang,liaoning,CN,54,3/31/2014,9,6257,2590,2607,9275,09-05-2013,209,64.75,279,0,0.803895418,6257,0
17700,3/25/2006,3/25/2006,Female,4,changchun,jilin,CN,50,3/31/2014,7,6076,2511,3506,10568,9/28/2013,186,65,180,0,0.705534633,6076,0
10377,6/29/2010,08-07-2010,Male,4,wuhanshi,hubei,CN,42,3/31/2014,12,6115,0,7067,11975,03-01-2014,31,17.36363636,41,0,0.622597912,17256,10
29231,07-03-2005,12/31/2012,Male,4,guangzhou,guangdong,CN,31,3/31/2014,6,4960,5865,578,11802,03-12-2014,20,87.4,358,0,0.631666667,4960,0
61662,8/31/2009,9/15/2009,Male,4,changchun,jilin,CN,48,3/31/2014,10,5591,1985,6858,10614,2/24/2014,37,50.22222222,181,0,0.702357264,5591,0
21031,12/19/2007,07-06-2011,Male,4,beijing,beijing,CN,55,3/31/2014,5,7340,0,6726,5867,3/28/2014,4,80.75,137,0,1.270576104,7340,0
17101,4/14/2012,7/14/2012,Male,4,shanghai,shanghai,CN,30,3/31/2014,6,6157,464,0,9104,11/30/2012,488,27.8,73,0,0.818771968,6157,0
38538,11-01-2007,02-01-2008,Female,4,guangzhou,guangdong,CN,35,3/31/2014,7,7701,6934,0,9235,12/13/2012,475,36.16666667,95,0,0.80714131,7701,0
30816,3/31/2009,3/31/2009,Female,4,zhongshan,guangdong,CN,38,3/31/2014,8,4271,0,6854,13773,3/24/2014,8,48.42857143,182,0,0.541140637,4271,0
13599,10/19/2010,06-05-2011,Male,4,,,KR,43,3/31/2014,5,6477,2692,3654,10798,01-06-2014,86,126.5,336,0,0.690201889,6477,0
54440,7/21/2012,12-11-2012,Male,4,foshan,guangdong,CN,29,3/31/2014,8,4697,425,6139,14551,03-07-2014,25,64.57142857,136,0,0.512179232,4932,4
1047,2/23/2007,01-03-2009,Male,4,beijing,beijing,CN,48,3/31/2014,5,8204,3510,2912,9288,3/20/2014,12,174,370,1,0.802307278,21113,32
25590,03-06-2013,03-06-2013,Male,4,nanjing,jiangsu,CN,32,3/31/2014,10,5607,1180,6414,11802,1/31/2014,61,36.77777778,102,0,0.631337909,5607,0
44404,1/16/2011,9/14/2011,Male,4,jinjiangshi,fujian,CN,36,3/31/2014,5,6634,1734,2428,9888,02-01-2014,60,157.25,358,0,0.753537621,6634,0
55317,6/15/2007,1/20/2008,Male,4,zhengzhou,henan,CN,51,3/31/2014,10,7455,5564,1284,9254,11/15/2013,138,51.88888889,146,0,0.805111303,33979,28
60935,8/17/2012,11/24/2012,Female,4,.,beijing,CN,49,3/31/2014,5,6226,3375,3393,9463,7/25/2013,251,60.75,142,0,0.787226038,6226,0
40384,1/29/2010,1/29/2010,Male,4,shanghaishi,,CN,42,3/31/2014,9,6379,4490,0,9253,11-12-2012,506,27.125,71,0,0.805019994,6379,0
16773,08-04-2009,08-06-2009,Male,4,changchun,jilin,CN,56,3/31/2014,9,6771,5714,1766,8361,8/31/2013,214,54.75,167,0,0.890751106,6771,0
44808,12-11-2008,12-11-2008,Male,4,shenyang,liaoning,CN,50,3/31/2014,5,5769,0,1368,9098,10-03-2013,181,116.75,266,0,0.818585403,5769,0
12117,4/17/2008,10-02-2009,Male,4,ouhai,zhejiang,CN,45,3/31/2014,11,6492,4578,3071,10030,11/17/2013,136,54.8,154,0,0.742475573,6492,0
49358,06-01-2010,06-02-2010,Female,4,beijing,beijing,CN,37,3/31/2014,4,5315,6586,0,10189,1/14/2013,443,87.66666667,255,0,0.730856806,5315,0
11460,05-01-2007,5/14/2007,Female,4,guangzhou,guangdong,CN,36,3/31/2014,9,4538,4701,2499,18437,02-06-2014,55,64.25,174,1,0.403881326,4538,1
42042,12/22/2011,12/29/2011,Male,4,changsha,hunan,CN,45,3/31/2014,11,6826,2301,4540,9337,12/17/2013,106,35.6,96,0,0.797492771,6826,0
24706,10/30/2012,10/30/2012,Female,4,shanghai,shanghai,CN,32,3/31/2014,9,6735,0,0,9819,6/29/2013,277,30.25,127,0,0.758299216,6735,0
51085,01-06-2012,01-06-2012,Male,4,shenzhen,guangdong,CN,42,3/31/2014,10,5733,3270,2084,15204,10-02-2013,182,48.77777778,267,0,0.489668508,5733,0
47346,08-09-2005,12/16/2010,Male,4,shanghai,shanghai,CN,40,3/31/2014,10,5265,4809,2432,12900,2/28/2014,33,71.11111111,200,0,0.577037209,5265,0
54161,11/25/2010,9/15/2012,Male,4,zhanjiang,guangdong,CN,54,3/31/2014,7,7109,5557,2140,8601,5/18/2013,319,40.83333333,170,0,0.865416812,9854,17
9376,8/23/2012,01-05-2013,Female,4,guangzhou,guangdong,CN,30,3/31/2014,12,5700,325,6881,15693,2/21/2014,40,37.45454545,91,0,0.47429236,7868,19
1999,11-10-2004,12/31/1905,Female,4,guangzhoushi,guangdongsheng,CN,37,3/31/2014,8,6366,5385,1907,9592,11/19/2013,134,75,178,1,0.775909091,26192,38
13956,01-04-2011,3/18/2011,Male,4,shantou,guangdong,CN,48,3/31/2014,10,7238,6719,1278,7995,3/24/2014,8,75.55555556,358,0,0.930876798,7238,0
41626,01-02-2012,01-02-2012,Male,4,jiaozuo,henan,CN,51,3/31/2014,8,6671,4551,2306,9237,11/25/2013,128,84.57142857,249,0,0.80569449,6671,0
38763,08-02-2008,08-03-2008,Male,4,guangzhou,guangdong,CN,47,3/31/2014,8,5201,6540,448,8882,05-03-2013,334,30.85714286,100,0,0.837840576,5201,0
21171,4/14/2008,01-07-2011,Male,4,beijing,beijing,CN,41,3/31/2014,4,4237,5018,1137,9745,11-05-2013,148,185.6666667,438,0,0.763611083,4237,0
27091,5/19/2011,12-05-2011,Female,4,shanghai,shanghai,CN,36,3/31/2014,12,5765,1683,1993,12281,03-09-2014,23,61.72727273,150,0,0.605923785,5765,0
19340,05-11-2007,08-09-2007,Female,4,guangzhou,guangdong,CN,37,3/31/2014,6,5627,4139,2711,10196,08-07-2013,238,86.8,304,0,0.729800902,5627,0
27470,4/30/2012,4/30/2012,Male,4,beijing,beijing,CN,34,3/31/2014,10,6930,4830,1544,7989,7/16/2013,260,49.11111111,232,0,0.931403179,7864,8
44803,3/26/2008,3/26/2008,Female,4,changchun,jilin,CN,42,3/31/2014,10,6849,5958,1650,8601,05-09-2013,328,38,217,7,0.865085455,6849,7
38866,12-12-2007,12-12-2007,Male,4,guangzhou,guangdong,CN,46,3/31/2014,7,8587,0,8026,9728,3/31/2014,1,17.33333333,53,0,0.764778988,8587,0
55219,04-07-2007,9/23/2008,Male,4,beijing,beijing,CN,37,3/31/2014,8,6395,3003,3537,9807,03-11-2014,21,94.57142857,217,1,0.758608137,6395,1
13180,06-01-2009,09-07-2009,Male,4,guangzhou,guangdong,CN,32,3/31/2014,7,7019,0,6914,10059,12/24/2013,99,43.16666667,105,0,0.73958644,7019,0
58659,5/19/2010,5/19/2010,Male,4,guangzhou,guangdong,CN,56,3/31/2014,10,6787,4066,3926,9721,2/26/2014,35,70.77777778,399,0,0.765238144,6787,0
23146,02-05-2011,03-05-2011,Female,4,liaoyuan,jilin,CN,39,3/31/2014,8,6005,7236,0,8510,3/29/2013,369,42.28571429,182,4,0.874089307,6005,4
7907,09-08-2012,09-08-2012,Male,4,guangzhoushi,guangdong,CN,34,3/31/2014,12,6830,1530,6138,9953,3/19/2014,13,50.72727273,226,0,0.7473616,7869,3
24988,7/24/2012,7/24/2012,Female,4,zhuhai,guangdong,CN,41,3/31/2014,4,4661,5919,0,12442,12/13/2012,475,47.33333333,94,0,0.597821894,4661,0
2173,5/13/2005,04-06-2006,Male,4,,,CN,50,3/31/2014,8,7294,4726,2480,10718,1/30/2014,62,83.42857143,235,0,0.693916776,7294,0
33451,4/18/2012,4/18/2012,Female,4,beijing,beijing,CN,32,3/31/2014,10,3767,4910,1649,17990,12-10-2013,113,66.77777778,158,0,0.413412451,3767,0
16504,03-08-2013,03-08-2013,Female,4,beijing,.,CN,55,3/31/2014,7,7472,2550,3584,8641,08-10-2013,235,25.83333333,77,0,0.860673533,7472,0
25068,09-01-2012,09-01-2012,Female,4,shenyang,liaoning,CN,36,3/31/2014,6,4399,4386,1626,11892,3/27/2014,5,114.6,474,0,0.625385133,4399,0
16807,11/27/2009,2/28/2010,Male,4,shenyangshi,liaoningsheng,CN,33,3/31/2014,5,4258,5130,0,12567,05-11-2013,326,68.75,230,0,0.591784038,4258,0
8482,1/26/2006,11/19/2006,Male,4,shenyangshi,liaoning,CN,38,3/31/2014,12,7039,5478,1903,8711,1/27/2014,65,54,192,2,0.853651705,8484,13
11280,8/27/2005,03-09-2006,Female,4,nanning,guangxi,CN,53,3/31/2014,8,6914,4041,3050,11232,9/28/2013,186,63,187,0,0.662037037,6914,0
32306,5/30/2011,5/30/2011,Male,4,beijing,beijing,CN,51,3/31/2014,9,5982,4617,2174,10520,6/16/2013,290,54.625,203,0,0.706844106,5982,0
60418,6/21/2012,6/21/2012,Male,4,guangzhou,guangdong,CN,38,3/31/2014,10,4857,6654,716,10552,11/16/2013,137,57,286,0,0.70469674,4857,0
7684,5/30/2010,7/23/2011,Female,4,changchun,jilin,CN,41,3/31/2014,7,6279,4072,2198,9323,01-05-2014,87,91.33333333,278,0,0.797591977,6279,0
9800,9/16/2006,7/15/2008,Female,4,guangzhou,guangdong,CN,42,3/31/2014,2,6303,6540,0,4957,7/26/2012,615,10,10,0,1.5,6303,0
36481,1/15/2013,5/25/2013,Male,4,dalian,liaoning,CN,35,3/31/2014,7,4126,0,6525,12473,2/27/2014,34,46.33333333,108,0,0.596110799,5488,5
17021,11-08-2011,11-08-2011,Female,4,chengdushi,sichuansheng,CN,42,3/31/2014,5,6163,2821,2304,11240,6/14/2013,292,63.25,240,2,0.661494662,23051,6
47767,1/16/2008,1/15/2009,Male,4,beijing,beijing,CN,34,3/31/2014,5,8347,0,6626,8819,10/21/2013,163,48,97,0,0.843072911,8347,0
38834,11/24/2007,12/23/2007,Male,4,guangzhou,guangdong,CN,33,3/31/2014,7,6017,2580,4339,10044,2/17/2014,44,113.3333333,216,1,0.740083632,8877,11
44256,08-07-2009,08-07-2009,Male,4,hashi,heilongjiang,CN,54,3/31/2014,10,6691,5703,0,12847,1/27/2013,430,17.44444444,79,0,0.578578656,6691,0
34368,3/22/2013,3/22/2013,Male,4,changde,hunan,CN,45,3/31/2014,8,7543,968,6178,8864,11/13/2013,140,33.71428571,73,0,0.838531137,7543,0
13326,10-06-2009,11/13/2009,Female,4,shanghai,shanghai,CN,39,3/31/2014,7,6504,534,1344,8217,12-05-2013,118,101.5,246,0,0.904434709,6504,0
26914,3/17/2008,3/17/2008,Male,4,jixi,heilongjiang,CN,47,3/31/2014,4,6171,0,6220,10506,01-01-2014,91,13.33333333,18,0,0.7073577,6171,0
2502,6/19/2007,6/20/2007,Male,4,tianjin,tianjin,CN,58,3/31/2014,8,7265,2350,4228,8328,11/16/2013,137,59.42857143,308,0,0.892327089,7265,0
50087,4/23/2011,4/23/2011,Male,4,,,TW,56,3/31/2014,7,4273,1945,5686,10745,2/18/2014,43,95.5,415,0,0.691598883,4273,0
28360,7/14/2009,8/26/2009,Male,4,hedongqu,tianjinshi,CN,52,3/31/2014,14,7139,1200,7174,10917,3/21/2014,11,50.61538462,250,0,0.680700742,7779,1
31832,5/30/2011,8/19/2011,Female,4,shanghai,shanghai,CN,66,3/31/2014,10,6276,4064,0,10988,06-02-2013,304,42.11111111,93,0,0.676287768,6276,0
26004,2/13/2012,2/13/2012,Male,4,shenyangshi,liaoningsheng,CN,50,3/31/2014,7,6603,1295,1005,8332,02-09-2014,52,98.5,273,0,0.891866299,6603,0
53590,05-12-2006,05-12-2006,Male,4,dalian,liaoning,CN,46,3/31/2014,12,5950,3455,3834,11952,9/29/2013,185,48.54545455,210,0,0.621737784,8830,20
57028,04-01-2008,3/29/2009,Male,4,zhongqing,zhongqing,CN,43,3/31/2014,10,5489,2937,3190,13017,6/30/2013,276,49.11111111,137,0,0.570867327,5489,0
18014,4/15/2006,06-05-2006,Male,4,wulumuqishi,xinjiang,CN,47,3/31/2014,4,6387,603,5529,12175,9/20/2013,194,113.6666667,279,0,0.610345791,6387,0
40771,6/20/2012,7/13/2012,Male,4,guangzhou,guangdong,CN,37,3/31/2014,5,6796,5530,0,19211,08-07-2012,603,6.25,21,0,0.38679923,6796,0
62346,2/24/2011,8/28/2013,Male,4,wulumuqi,xinjiang,CN,52,3/31/2014,3,6711,0,5655,10961,10-10-2013,174,21.5,37,0,0.677928109,6711,0
11613,12-01-2007,01-11-2011,Male,4,guangzhou,guangdong,CN,32,3/31/2014,13,5733,4580,3432,11509,3/13/2014,19,56,277,0,0.645646885,5733,0
41764,07-10-2011,07-10-2011,Female,4,beijing,beijing,CN,28,3/31/2014,7,5034,2049,4471,12718,02-10-2014,51,73.16666667,343,0,0.584245951,5034,0
50329,8/20/2012,8/20/2012,Male,4,Yongin-si,Gyeonggi-do,KR,67,3/31/2014,4,8244,6780,0,9288,10/18/2012,531,19.66666667,53,0,0.8,8244,0
17077,1/20/2013,1/24/2013,Male,4,shenyang,liaoning,CN,35,3/31/2014,10,4558,1741,12233,9611,2/23/2014,38,43.88888889,73,0,0.773106857,4558,0
25189,12/22/2012,12/22/2012,Male,4,SINGPORE,SINGPORE,SN,52,3/31/2014,10,7500,4560,5005,5127,11/27/2013,126,37.77777778,98,0,1.449180807,7500,0
23365,03-08-2012,4/23/2012,Female,4,guiyang,guizhou,CN,59,3/31/2014,5,6688,4400,0,10302,10-11-2012,538,42.75,123,0,0.721180353,6688,0
29189,05-04-2005,08-11-2005,Male,4,shenzhen,guangdong,CN,46,3/31/2014,15,5144,5654,2226,14421,2/25/2014,36,48,167,1,0.515126552,5144,1
1336,10-06-2009,02-04-2010,Male,4,shanghai,shanghai,CN,39,3/31/2014,8,6371,2752,0,8602,8/21/2013,224,71.71428571,206,0,0.863520112,6371,0
40960,01-12-2011,2/17/2011,Male,4,dongguan,guangdong,CN,47,3/31/2014,13,5994,6005,957,12200,3/13/2014,19,59.25,319,0,0.608846721,5994,0
19895,7/30/2012,10/13/2012,Male,4,guangzhou,guangdong,CN,29,3/31/2014,5,6095,5763,1068,9831,4/30/2013,337,49.75,73,0,0.755477571,6095,0
54147,11/17/2010,10-04-2011,Male,4,foshan,guangdong,CN,34,3/31/2014,6,6966,0,6492,11143,3/14/2014,18,43.6,91,0,0.666523378,7102,2
50809,4/24/2012,4/24/2012,Male,4,beijing,beijing,CN,41,3/31/2014,5,6582,5374,883,8378,10-09-2013,175,133.25,337,0,0.886482454,6582,0
26173,4/15/2012,4/15/2012,Male,4,shenyang,liaoning,CN,38,3/31/2014,8,6349,2388,4010,11033,01-07-2014,85,90.28571429,397,0,0.673113387,6349,0
23042,2/15/2012,2/15/2012,Female,4,guangzhou,guangdong,CN,29,3/31/2014,12,7165,4300,4198,7548,12-05-2013,118,48.45454545,191,0,0.983873874,7165,0
9126,9/24/2011,02-12-2012,Male,4,guangzhou,guangdong,CN,30,3/31/2014,5,5178,6339,0,10739,3/26/2013,372,82.5,291,0,0.691502933,8458,30
29907,12/26/2007,12/28/2007,Male,4,beijing,beijing,CN,47,3/31/2014,8,6274,660,6738,10344,3/22/2014,10,62,302,0,0.717865429,18807,20
43204,12-01-2012,12-01-2012,Female,4,beijing,beijing,CN,38,3/31/2014,3,8449,4618,0,10923,12-11-2012,477,5,9,0,0.679808661,8449,0
25878,08-12-2009,04-04-2010,Female,4,shanghai,shanghai,CN,41,3/31/2014,13,4926,640,1420,15246,06-07-2013,299,34.16666667,77,0,0.486982815,6426,1
41310,8/17/2011,8/22/2011,Female,4,guangzhou,guangdong,CN,25,3/31/2014,8,5801,7122,0,11680,10-04-2012,545,22,76,0,0.635612158,5801,0
4320,10-07-2009,12/18/2009,Male,4,JAKARTA,,ID,32,3/31/2014,3,4011,1138,2600,10605,4/25/2013,342,70,133,0,0.7,4011,0
49244,07-12-2009,09-07-2011,Male,4,JAKARTA,DKI JAKARTA,ID,33,3/31/2014,3,6018,1274,2650,10605,03-05-2014,27,253.5,501,0,0.7,6018,0
18667,12-10-2005,12-10-2005,Male,4,guangzhou,guangdong,CN,38,3/31/2014,10,5678,0,6891,12914,3/20/2014,12,34.88888889,86,0,0.574831191,6759,3
23888,5/20/2012,7/27/2012,Male,4,beijing,beijing,CN,42,3/31/2014,4,8078,6909,0,7628,11/24/2012,494,40,59,0,0.973164657,8078,0
34054,11/15/2012,11/15/2012,Female,4,changchunshi,jilinsheng,CN,54,3/31/2014,7,6535,0,2311,10135,11/16/2013,137,61,206,0,0.732438086,6535,0
61303,01-01-2013,02-11-2013,Female,4,qingyuan,guangdong,CN,28,3/31/2014,6,5229,2635,3967,10618,2/24/2014,37,75.6,238,0,0.699118478,5229,0
34264,01-01-2013,2/26/2013,Male,4,yining,xinjiang,CN,46,3/31/2014,6,6935,4534,0,8830,09-03-2013,211,37.8,78,0,0.840646659,6935,0
17237,08-10-2009,08-10-2009,Male,4,xian,shanxi,CN,39,3/31/2014,8,6599,4391,1180,9505,02-11-2014,50,89.71428571,309,0,0.780785902,6599,0
32603,04-02-2012,04-04-2012,Male,4,BRIDGE TOWN,WEST INDIES,BB,45,3/31/2014,2,5074,3080,0,13387,04-08-2012,724,4,4,0,0.554313887,5074,0
32732,10/17/2011,10/17/2011,Female,4,shamen,fujian,CN,31,3/31/2014,5,6144,4733,1710,9095,04-06-2013,361,63,138,0,0.815898846,6144,0
1568,09-05-2011,6/28/2012,Female,4,shanghai,shanghai,CN,51,3/31/2014,4,6889,0,1805,6380,2/16/2014,45,199.3333333,352,0,1.163037618,6889,0
28861,11-09-2012,12-11-2012,Male,4,Baku,,AZ,39,3/31/2014,4,7040,36602,2272,14708,9/23/2013,191,95.33333333,152,0,0.504460158,7040,0
19337,5/16/2007,9/29/2007,Male,4,beijing,beijing,CN,51,3/31/2014,9,5982,5376,1132,9331,8/18/2013,227,54.625,209,0,0.79507234,5982,0
42035,04-05-2012,11/29/2012,Female,4,beijing,beijing,CN,43,3/31/2014,7,3584,5114,1330,14026,9/25/2013,189,50,193,0,0.528883502,3584,0
9296,3/15/2012,06-11-2012,Male,4,beijing,beijing,CN,39,3/31/2014,8,5197,5198,1615,10696,5/20/2013,317,49,165,0,0.693520942,10863,26
32119,6/27/2011,8/15/2012,Male,4,beijing,beijing,CN,28,3/31/2014,5,7795,5252,1523,9275,11/15/2013,138,114.25,341,0,0.799767116,7795,0
51531,9/19/2012,02-08-2013,Female,4,.,HO CHI MINH,VN,34,3/31/2014,8,5808,4000,3648,10292,09-04-2013,210,29.71428571,153,0,0.720697629,5808,0
37481,10/21/2010,1/29/2011,Male,6,xian,shanxi,CN,42,3/31/2014,12,5823,0,7481,12077,2/13/2014,48,41.90909091,271,0,0.6140987,8136,5
38556,7/17/2007,7/17/2007,Male,5,wuhan,hubei,CN,53,3/31/2014,10,6746,940,6022,9805,3/23/2014,9,74.77777778,435,0,0.756388577,6746,0
60006,10/16/2011,05-01-2012,Male,4,guangzhou,guangdong,CN,47,3/31/2014,9,6372,4646,2432,12141,11/18/2013,135,70.75,169,0,0.610843423,6372,0
5733,09-11-2011,09-11-2011,Male,4,changchun,jilin,CN,31,3/31/2014,5,6078,1528,4333,9594,3/29/2014,3,146.75,392,0,0.773002918,6078,0
26387,07-07-2010,12/14/2010,Male,4,yuxi,yunnan,CN,34,3/31/2014,9,6214,3155,3541,11788,11-07-2013,146,66.5,283,0,0.629102477,6214,0
27123,9/19/2011,04-12-2012,Male,4,huizhou,guangdong,CN,57,3/31/2014,6,6492,6038,297,10940,5/24/2013,313,81.4,128,0,0.677824497,6497,1
39516,06-04-2011,04-07-2012,Male,4,anshan,liaoning,CN,41,3/31/2014,13,4098,1597,5686,11873,3/23/2014,9,59.66666667,394,0,0.62447907,4098,0
4690,06-10-2010,06-10-2010,Female,4,yichang,hubei,CN,54,3/31/2014,8,6937,3360,2613,8096,11/17/2013,136,64.42857143,340,0,0.915753458,8847,3
39024,03-01-2008,6/14/2008,Female,4,shanghai,shanghai,CN,41,3/31/2014,6,6940,3748,0,7357,3/17/2013,381,36,85,0,1.007706946,6940,0
41376,06-01-2012,06-01-2012,Male,4,Buk-gu,Ulsan,KR,47,3/31/2014,11,5739,8320,3855,11049,9/18/2013,196,47.4,134,0,0.670948502,5739,0
4008,2/15/2009,10/27/2011,Male,4,kunming,yunnan,CN,45,3/31/2014,9,2887,3220,3582,13289,03-05-2014,27,70.25,304,0,0.557841072,2887,0
50992,10/29/2011,10/29/2011,Female,4,shenzhen,guangdong,CN,32,3/31/2014,8,5636,1695,2191,11765,11/16/2013,137,69.57142857,299,0,0.630069698,5636,0
21696,12/26/2009,12/26/2009,Male,4,tianjin,tianjin,CN,46,3/31/2014,11,6005,3352,4047,12720,3/21/2014,11,65.9,199,0,0.582737421,6604,1
54138,11/17/2010,8/20/2012,Male,4,xinhui,guangdong,CN,45,3/31/2014,8,5898,4889,2045,10504,05-06-2013,331,37,169,0,0.705669269,8677,20
42983,10/13/2012,10/13/2012,Male,4,dalian,liaoning,CN,45,3/31/2014,6,6351,5775,0,8936,11-12-2012,506,6,16,0,0.829330797,6351,0
27967,11-06-2006,3/20/2007,Male,4,wuhan,hubei,CN,49,3/31/2014,9,6503,1927,5103,12188,10/13/2013,171,53.25,178,0,0.608034132,6503,0
11169,5/14/2005,5/23/2005,Male,4,guangzhou,guangdong,CN,68,3/31/2014,7,6672,5912,1453,8861,5/27/2013,310,65.33333333,272,0,0.836316443,6672,0
56419,10-08-2005,1/27/2011,Male,4,xian,shanxi,CN,44,3/31/2014,9,3962,5819,1203,15157,5/21/2013,316,51.875,128,0,0.488919311,3962,0
17093,6/22/2012,3/15/2014,Female,4,shenyang,liaoning,CN,47,3/31/2014,4,5805,0,6099,9560,3/23/2014,9,2.666666667,5,0,0.775156904,5805,0
52610,3/27/2009,04-11-2009,Male,4,changchun,jilin,CN,35,3/31/2014,9,6958,1968,4002,9675,12/22/2013,101,77.5,232,0,0.765860465,6958,0
41375,5/31/2012,06-05-2012,Male,4,Dongdaemun-gu,Seoul,KR,48,3/31/2014,13,5200,16254,2100,9788,1/17/2014,75,49.25,283,0,0.757003474,5800,1
57466,08-08-2008,08-08-2008,Male,4,beijing,beijing,CN,54,3/31/2014,5,7303,3630,1824,7810,11/14/2013,139,134.25,453,0,0.948696543,7303,0
1486,3/23/2011,4/19/2011,Female,4,beijing,beijing,CN,39,3/31/2014,4,8099,1700,4768,8508,3/18/2014,14,195,480,0,0.870833333,8099,0
12339,12/16/2010,10/30/2011,Male,4,shenzhen,guangdong,CN,47,3/31/2014,8,6148,3623,2569,8728,7/28/2013,248,65.42857143,135,1,0.848880614,6148,1
39991,2/15/2009,3/19/2009,Male,4,haerbin,heilongjiang,CN,48,3/31/2014,7,4081,0,6327,13491,12/22/2013,101,44.16666667,137,0,0.549172782,4081,0
43250,12/24/2012,12/24/2012,Male,4,hangzhoushi,zhejiangsheng,CN,37,3/31/2014,14,4051,968,6616,15604,12/27/2013,96,28.30769231,126,0,0.47480646,4051,0
50995,1/29/2012,02-09-2012,Male,4,tianjin,tianjin,CN,31,3/31/2014,7,7629,855,5822,8193,2/17/2014,44,59.5,131,0,0.904152325,7629,0
62152,12-02-2010,12-02-2010,Female,4,haerbin,heilongjiang,CN,38,3/31/2014,9,4798,3014,3386,18033,03-09-2014,23,72.5,284,0,0.410774691,4798,0
45466,09-09-2005,09-09-2005,Male,4,dalian,liaoning,CN,49,3/31/2014,8,5433,6621,0,10556,12-05-2012,483,32.57142857,72,0,0.701700455,23535,24
